case_id,title,preconditions,steps,expected_result,obtained_result,observations,exec_count,test_status,feature_name,sprint,created_at,module
5-HU2-1,Envío de notificación cuando el producto no está disponible,,1) 1. Iniciar sesión en la tienda en línea. 2) 2. Agregar un producto sin stock al carrito de compras (al hacer clic en el boton de lista de espera). 3) 3. Revisar si se envió un correo a vendedor y soporte.,"Se debe recibir un correo con la plantilla configurada, notificando sobre el producto no disponible.",,,1,No se ejecutó ,Inventario producto NO disponible - Notificación por correo SOLO Vendedor/ Soporte.,5,2025-02-11,General	
5-HU2-2,Validación del remitente del correo de notificación,,1) 1. Agregar un producto sin stock al carrito de compras. 2) 2. Revisar el correo enviado al vendedor y soporte. 3) 3. Verificar que el remitente del correo sea ventas@metaldom.com.,"El correo debe ser enviado desde ventas@metaldom.com, y tanto el vendedor como el soporte deben recibir un correo independiente personalizado (Verificar el nombre)",,,1,No se ejecutó ,Inventario producto NO disponible - Notificación por correo SOLO Vendedor/ Soporte.,5,2025-02-11,General	
5-HU2-3,Confirmación de los destinatarios correctos (Vendedor y Soporte),,"1) 1. Agregar un producto sin stock al carrito de compras. 2) 2. Revisar si el correo fue enviado. 3) 3. Verificar que los destinatarios sean únicamente el vendedor asignado y el equipo de soporte, pero no el cliente.","El correo debe enviarse solo a vendedor y soporte, sin copia al cliente.",,,1,No se ejecutó ,Inventario producto NO disponible - Notificación por correo SOLO Vendedor/ Soporte.,5,2025-02-11,General	
5-HU2-4,Validación del contenido del correo (Nombre y datos del cliente) (Texto de la hiistoria de usuario y plantilla de Emili),,1) 1. Agregar un producto sin stock al carrito de compras. 2) 2. Revisar el correo de notificación. 3) 3. Verificar que el nombre del vendedor o soporte y los datos del cliente estén correctamente reemplazados en la plantilla.,"El correo debe mostrar correctamente el nombre del vendedor/soporte, el nombre del cliente y los datos del producto.",,,1,No se ejecutó ,Inventario producto NO disponible - Notificación por correo SOLO Vendedor/ Soporte.,5,2025-02-11,General	
5-HU2-5,Validación de la estructura y diseño del correo (HTML),,1) 1. Agregar un producto sin stock al carrito de compras. 2) 2. Revisar el correo recibido. 3) 3. Verificar que el diseño HTML sea el correcto y que la plantilla esté bien estructurada.,El correo debe mantener la estructura HTML establecida sin errores de formato.,,,1,No se ejecutó ,Inventario producto NO disponible - Notificación por correo SOLO Vendedor/ Soporte.,5,2025-02-11,General	
5-HU2-6,Validación de la lógica de envío automático (sin necesidad de seleccionar notificación manual),,1) 1. Agregar un producto sin stock al carrito de compras. 2) 2. Verificar que la notificación se haya enviado automáticamente sin necesidad de activar la campana de notificación.,La notificación debe enviarse automáticamente sin que el usuario active manualmente la alerta.,,,1,No se ejecutó ,Inventario producto NO disponible - Notificación por correo SOLO Vendedor/ Soporte.,5,2025-02-11,General	
5-HU3-1,Visualización de la fecha estimada cuando el producto no está disponible,,1) 1. Buscar un producto sin stock que tenga una fecha estimada de reabastecimiento dentro de los próximos 30 días. 2) 2. Verificar que la alerta muestre correctamente la fecha tentativa de disponibilidad.,La alerta debe mostrar el mensaje con la fecha estimada de reabastecimiento.,,,0,Pendiente,Ver Disponibilidad futura,5,2025-02-11,General	
5-HU3-2,No mostrar fecha si el tiempo de disponibilidad es mayor a 30 días,,1) 1. Buscar un producto sin stock cuya fecha de reabastecimiento sea superior a 30 días. 2) 2. Revisar si la alerta muestra la fecha.,La alerta no debe mostrar ninguna fecha cuando el tiempo de espera es mayor a 30 días.,,,0,Pendiente,Ver Disponibilidad futura,5,2025-02-11,General	
5-HU3-3,Mantener alerta actual cuando no hay información de reabastecimiento,,1) 1. Buscar un producto sin stock sin fecha estimada de reabastecimiento. 2) 2. Verificar si la alerta cambia o permanece igual.,La alerta debe mantenerse sin cambios y no mostrar ninguna fecha cuando no haya información de reabastecimiento.,,,0,Pendiente,Ver Disponibilidad futura,5,2025-02-11,General	
5-HU3-4,Validación del cálculo correcto de la fecha de reabastecimiento (Validar en tabla fecha de produccion),,1) 1. Verificar en el backend que la fecha estimada enviada sea correcta. 2) 2. Comprobar que el sistema solo envíe la fecha cuando el tiempo sea máximo 30 días.,El backend debe enviar la fecha solo si el reabastecimiento es en los próximos 30 días.,,,0,Pendiente,Ver Disponibilidad futura,5,2025-02-11,General	
5-HU3-5,Correcta actualización de la alerta cuando cambia la fecha de reabastecimiento,,1) 1. Modificar en el backend la fecha de reabastecimiento de un producto sin stock. 2) 2. Verificar si la alerta en el frontend se actualiza correctamente con la nueva fecha.,La alerta debe actualizarse en tiempo real con la nueva fecha de reabastecimiento.,,,0,Pendiente,Ver Disponibilidad futura,5,2025-02-11,General	
5-HU3-6,Manejo de errores cuando la fecha de reabastecimiento no es válida,,1) 1. Simular un error en la fecha de reabastecimiento (ej. fecha en formato incorrecto o valor nulo). 2) 2. Revisar la respuesta del sistema.,El sistema no debe mostrar información errónea en la alerta y debe manejar correctamente la falta de datos.,,,0,Pendiente,Ver Disponibilidad futura,5,2025-02-11,General	
HU-6275-1,Conversión de precio DOP ? USD  Varillas ? × 20 G60 ST 266 (Ferretería Tabar),,1) 1. Iniciar sesión como cliente «Ferretería Arenera Tabar». 2) 2. Agregar «Varillas 3/8 × 20 G60 st 266» al carrito. 3) 3. Verificar que la moneda por defecto sea **DOP** y el precio mostrado sea 40 823.29. 4) 4. Cambiar la moneda a **USD**. 5) 5. Confirmar que el precio cambie a 780.56.,El campo **price** muestra «DOP 40 823.29» por defecto y «USD 780.56» tras el cambio.,"El campo **price** muestra «DOP 40,823.20» por defecto y «USD 780.56» tras el cambio.","La prueba se realizó con el Proyecto Torre M Esperilla del cliente Mac Construcciones, SA",1,Ejecutada,General,9,2025-04-22,General	
HU-6275-2,Conversión de precio DOP ? USD  Clavos corrientes 2 × 11 (Ferretería Tabar),,1) 1. Sesión con «Ferretería Arenera Tabar». 2) 2. Agregar «Clavos corrientes 2 × 11» al carrito. 3) 3. Validar precio inicial **DOP 2 467.13**. 4) 4. Cambiar a **USD**. 5) 5. Validar precio en USD 23.59.,"`price` pasa de «DOP 2 467.13» a «USD 23.59».  - «47,16»","`price` pasa de «DOP 1288,67» a «USD 24,64».","La prueba se realizó con el cliente Mac Construcciones, SA   pero el valor no concuerda con el del resultado esperado",1,Ejecutada,General,9,2025-04-22,General	
HU-6275-3,Conversión de precio DOP ? USD  Angular 4? × ?? × 20? (Ferretería Tabar),,1) 1. Misma sesión. 2) 2. Añadir «Angular 4 × ? × 20». 3) 3. Revisar **DOP 4 720.08**. 4) 4. Cambiar a **USD**. 5) 5. Revisar **USD 90.25**.,`price` cambia de DOP 4 720.08 a USD 90.25.,`price` cambia de DOP 4 720.08 a USD 90.25.,"La prueba se realizó con el Proyecto Torre M Esperilla del cliente Mac Construcciones, SA",1,Ejecutada,General,9,2025-04-22,General	
HU-6275-4,Conversión de precio DOP ? USD  Alambre galvanizado C-18 (Ferretería Tabar),,1) 1. Cliente «Ferretería Arenera Tabar». 2) 2. Agregar «Alambre galvanizado C-18». 3) 3. Precio **DOP 3 432.45**. 4) 4. Cambiar a **USD**. 5) 5. Precio **USD 65.63**.,DOP 3 432.45 ? USD 65.63.,"DOP 6,865.54 ? USD 131.26","La prueba se realizó con el Proyecto Torre M Esperilla del cliente Mac Construcciones, SA",1,Ejecutada,General,9,2025-04-22,General	
HU-6275-5,Conversión de precio DOP ? USD  Aluzinc 40? × 24? C-26 0.51 mm (Ferretería Tabar),,1) 1. Misma cuenta. 2) 2. Añadir lámina «Aluzinc C-26 40? × 24?». 3) 3. Ver **DOP 2 100.37**. 4) 4. Cambiar a **USD**. 5) 5. Ver **USD 40.16**.,DOP 2 100.37 ? USD 40.16.,DOP 2 100.38 ? USD 40.16.,"La prueba se realizó con el Proyecto Torre M Esperilla del cliente Mac Construcciones, SA",1,Ejecutada,General,9,2025-04-22,General	
HU-6275-6,Conversión de precio DOP ? USD  Varillas 8 mm G60 (Cliente de Pruebas),,1) 1. Iniciar sesión como «Cliente de Pruebas». 2) 2. Agregar «Varillas 8 mm G60». 3) 3. Ver **DOP 44 999.97**. 4) 4. Cambiar a **USD**. 5) 5. Ver **USD 860.42**.,DOP 44 999.97 ? USD 860.42.,,"La prueba se realizó con el cliente Mac Construcciones, SA",0,Por ejecutar,General,9,2025-04-22,General	
HU-6275-7,Conversión de precio DOP ? USD  Clavos corrientes 5? × 6 (Cliente de Pruebas),,1) 1. Cuenta «Cliente de Pruebas». 2) 2. Agregar «Clavos corrientes 5? × 6». 3) 3. **DOP 3 172.00**. 4) 4. Cambiar a **USD**. 5) 5. **USD 60.65**.,DOP 3 172.00 ? USD 60.65.,"DOP 2 246,73 ? USD 42,96","La prueba se realizó con el cliente Mac Construcciones, SA  pero el valor no concuerda con el del resultado esperado",1,Ejecutada,General,9,2025-04-22,General	
HU-6275-8,Conversión de precio DOP ? USD  Angular 2? × 1/8? × 20? (Cliente de Pruebas),,1) 1. Cliente «Cliente de Pruebas». 2) 2. Añadir «Angular 2? × 1/8? × 20?». 3) 3. **DOP 1 121.84**. 4) 4. Cambiar a **USD**. 5) 5. **USD 21.45**.,DOP 1 121.84 ? USD 21.45.,"DOP 794,73 ? USD 15.20.","La prueba se realizó con el cliente Mac Construcciones, SA  pero el valor no concuerda con el del resultado esperado",1,Ejecutada,General,9,2025-04-22,General	
HU-6275-9,Conversión de precio DOP ? USD  Aluzinc 40? × 10? C-26 0.51 mm (Cliente de Pruebas),,1) 1. Mismo cliente. 2) 2. Agregar «Aluzinc C-26 40? × 10?». 3) 3. **DOP 1 235.33**. 4) 4. Cambiar a **USD**. 5) 5. **USD 23.62**.,DOP 1 235.33 ? USD 23.62.,"DOP 874.98  ? USD 16,73","La prueba se realizó con el cliente Mac Construcciones, SA  pero el valor no concuerda con el del resultado esperado",1,Ejecutada,General,9,2025-04-22,General	
HU-6275-10,Conversión de precio DOP ? USD  Canal C 8? 115 lb/pie × 30? (Cliente de Pruebas),,1) 1. Cuenta «Cliente de Pruebas». 2) 2. Añadir «Canal C 8? 115 lb/pie». 3) 3. **DOP 12 239.25**. 4) 4. Cambiar a **USD**. 5) 5. **USD 234.02**.,DOP 12 239.25 ? USD 234.02.,"DOP 8,669.55 ? USD 165.77","La prueba se realizó con el cliente Mac Construcciones, SA  pero el valor no concuerda con el del resultado esperado",1,Ejecutada,General,9,2025-04-22,General	
HU-6275-11,Conversión de precio DOP ? USD  Alambre galvanizado C-16 (Coop. Servicios Múltiples),,1) 1. Iniciar sesión como «Coop. de Servicios Múltiples». 2) 2. Agregar «Alambre galvanizado C-16». 3) 3. **DOP 3 230.57**. 4) 4. Cambiar a **USD**. 5) 5. **USD 61.77**.,DOP 3 230.57 ? USD 61.77.,DOP 3 230.83 ? USD 61.77.,"La prueba se realizó con el cliente Mac Construcciones, SA 	
	
Revisar decimales del DOP",1,Ejecutada,General,9,2025-04-22,General	
HU-6275-12,Conversión de precio DOP ? USD  Varillas 7/8? × 40 G60 (Coop. Servicios Múltiples),,1) 1. Misma cooperativa. 2) 2. Añadir «Varillas 7/8? × 40 G60». 3) 3. **DOP 89 999.93**. 4) 4. Cambiar a **USD**. 5) 5. **USD 1 720.84**.,DOP 89 999.93 ? USD 1 720.84.,"DOP 85,999.98 ? USD 1,644.35.","La prueba se realizó con el cliente Mac Construcciones, SA  pero el valor no concuerda con el del resultado esperado",1,Ejecutada,General,9,2025-04-22,General	
HU-6275-13,Conversión de precio DOP ? USD  Aluzinc 40? × 10? C-26 0.50 mm (Coop. Servicios Múltiples),,1) 1. Coop. Servicios Múltiples. 2) 2. Agregar «Aluzinc C-26 40? × 10?». 3) 3. **DOP 926.23**. 4) 4. Cambiar a **USD**. 5) 5. **USD 17.71**.,DOP 926.23 ? USD 17.71.,DOP 874.98 ? USD 16.73,"La prueba se realizó con el cliente Mac Construcciones, SA  pero el valor no concuerda con el del resultado esperado",1,Ejecutada,General,9,2025-04-22,General	
HU-6275-14,Conversión de precio DOP ? USD  Electrodos 6013 1/8? (Coop. Servicios Múltiples),,1) 1. Misma sesión. 2) 2. Añadir «Electrodos 6013 1/8?». 3) 3. **DOP 6 602.35**. 4) 4. Cambiar a **USD**. 5) 5. **USD 126.24**.,DOP 6 602.35 ? USD 126.24.,"DOP 6,473.19 ? USD 123.77","La prueba se realizó con el cliente Mac Construcciones, SA  pero el valor no concuerda con el del resultado esperado",1,Ejecutada,General,9,2025-04-22,General	
HU-6275-15,Conversión de precio DOP ? USD  Barra lisa cuadrada 5/8? × 20 G36 (Coop. Servicios Múltiples),,1) 1. Coop. Servicios Múltiples. 2) 2. Agregar «Barra cuadrada 5/8? × 20 G36». 3) 3. **DOP 46 999.92**. 4) 4. Cambiar a **USD**. 5) 5. **USD 898.66**.,DOP 46 999.92 ? USD 898.66.,"DOP 47,000.14  ? USD 898.66.","La prueba se realizó con el cliente Mac Construcciones, SA  pero los decimales no concuerdan",1,Ejecutada,General,9,2025-04-22,General	
HU-6275-16,Moneda local por defecto,,1) 1. Iniciar sesión como el cliente «Ferretería Arenera Tabar» (cód. 50010). 2) 2. Verifica que la plataforma muestre **DOP** como moneda por defecto. 3) 3. Desde el catálogo agrega al carrito el producto «Varillas 3/8 × 20 G60».,En el resumen de carrito el campo **price** muestra **DOP 40 823.29** (valor de pricedop).,En el resumen de carrito el campo **price** muestra **DOP 40 823.29** (valor de pricedop).,"La prueba se realizó con el Proyecto Torre M Esperilla del cliente Mac Construcciones, SA",1,Ejecutada,General,9,2025-04-22,General	
HU-6275-17,Cambio a dólares USD,,"1) 1. Con el carrito abierto, haz clic en la lista Moneda. 2) 2. Selecciona «Dólares estadounidenses (USD)».",El campo **price** cambia a **USD 780.56** (valor de priceusd).,El campo **price** cambia a **USD 780.56** (valor de priceusd).,Se probó con el carrito lateral,1,Ejecutada,General,9,2025-04-22,General	
HU-6275-18,Cambio a euros,,"1) 1. En el mismo carrito, vuelve a abrir la lista de monedas. 2) 2. Elige «Euros (EUR)». Para la prueba se asume una tasa de 1 USD = 0.92 EUR.","El campo **price** muestra **EUR 718.92** (780.56 × 0.92, redondeado a dos decimales).",,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6275-19,Lista fija de monedas,,1) 1. Despliega la lista de monedas desde cualquier carrito.,"Siempre aparecen al menos: «DOP  Pesos Dominicanos» y «USD  Dólares Estadounidenses», además de la moneda configurada para la organización.",,"No se pudo ejecutar porque en el carrito lateral no aparece fijo el listado de monedas, se requiere realizar la prueba en el otro carrito que todavía no está disponible",0,Por ejecutar,General,9,2025-04-22,General	
HU-6275-20,Persistencia durante la sesión,,1) 1. Cambia la moneda del carrito a **USD**. 2) 2. Navega al catálogo de productos. 3) 3. Regresa al carrito con el ícono Carrito.,La selección «USD» se mantiene y **price** sigue mostrándose en dólares.,La selección «USD» se mantiene y **price** sigue mostrándose en dólares.,"La prueba se realizó con el cliente Mac Construcciones, SA",1,Ejecutada,General,9,2025-04-22,General	
HU-6275-21,Formato regional de DOP,,1) 1. Iniciar sesión como el cliente «Coop. de Servicios Múltiples» (cód. 50014). 2) 2. Agregar «Varillas 7/8? × 40 G60» al carrito. 3) 3. Verificar que la moneda seleccionada sea **DOP**.,"El precio se visualiza como **DOP 89,999.93**","El precio se visualiza como **DOP 85,999.98**","La prueba se realizó con el cliente Mac Construcciones, SA 	
	
El precio cambia posiblemente porque es un cliente diferente",1,Por ejecutar,General,9,2025-04-22,General	
HU-6275-32,Moneda no seleccionada,,"1) 1. En el carrito, borrar la selección de moneda. 2) 2. Intentar finalizar la compra.",Mensaje de error: Debe seleccionar una moneda.,,,0,Por ejecutar,General,9,2025-04-22,General	
HU-5574-22,Tasa base para USD,,1) 1. Con Postman (o similar) enviar una solicitud **GET** a `/currency/USD`.,"HTTP 200. El JSON devuelve `exchangeRate = 1.00`, `symbol = ""USD""`, `decimalPlaces = 2`.",,,1,Por ejecutar,General,9,2025-04-22,General	
HU-5574-23,Código de moneda no soportado,,"1) 1. Enviar una solicitud **GET** a `/currency/XYZ`, donde XYZ es un código inexistente.",HTTP 400. Mensaje: Currency not supported.,,,1,Por ejecutar,General,9,2025-04-22,General	
HU-5574-24,Precisión de tasa EUR,,1) 1. Enviar **GET** `/currency/EUR`.,El campo `exchangeRate` trae al menos 4 decimales (ej. 0.9234).,,,1,Por ejecutar,General,9,2025-04-22,General	
HU-5574-25,Recepción de monto en USD,,"1) 1. Con Postman enviar **POST** `/orders` con `{ ""price"": 780.56, ""currency_code"": ""USD"" }`.","En base de datos se graba `amount_usd = 780.56`, `currency_code = ""USD""`.",,,1,Por ejecutar,General,9,2025-04-22,General	
HU-5574-26,Conversión desde DOP,,"1) 1. Enviar **POST** `/orders` con `{ ""price"": 40 823.29, ""currency_code"": ""DOP"" }`.",El backend calcula `amount_usd = 780.56` y envía a SAP moneda DOP con monto 40 823.29.,,,1,Por ejecutar,General,9,2025-04-22,General	
HU-5574-27,Conversión desde EUR,,"1) 1. Enviar **POST** `/orders` con `{ ""price"": 718.92, ""currency_code"": ""EUR"" }`.",El backend calcula `amount_usd = 780.56` usando la tasa 0.92.,,,1,Por ejecutar,General,9,2025-04-22,General	
HU-5574-28,Persistencia en BD,,1) 1. Ejecutar el caso 11. 2) 2. Consultar la tabla `orders` vía SQL.,"`amount_usd = 780.56`, `currency_code = ""DOP""`, `pdf_path` no nulo.",,,1,Por ejecutar,General,9,2025-04-22,General	
HU-5574-29,Archivo PDF generado,,1) 1. Completar un flujo de compra normal (selección de moneda y pago). 2) 2. Copiar la URL del PDF que devuelve la API.,El PDF se descarga y muestra los montos en la moneda elegida.,,,1,Por ejecutar,General,9,2025-04-22,General	
HU-5574-30,Documento SAP en euros,,1) 1. Crear una orden con «Euros (EUR)» seleccionado.,SAP procesa la transacción en EUR y el PDF refleja EUR correctamente formateado.,,,1,Por ejecutar,General,9,2025-04-22,General	
HU-5574-31,Redondeo DOP en PDF,,1) 1. Crear una orden con «Pesos dominicanos (DOP)».,"El PDF muestra **DOP 40,823.29** exactamente como el campo **price**.",,,1,Por ejecutar,General,9,2025-04-22,General	
HU-5574-33,Fallo del servicio de divisas,,1) 1. Simular que `/currency/EUR` responde 503 (usar mock). 2) 2. Desde la UI intentar cambiar la moneda a EUR.,"La pantalla muestra aviso: No se pudo obtener el tipo de cambio, intente más tarde.",,,1,Por ejecutar,General,9,2025-04-22,General	
HU-5574-34,Precio con demasiados decimales,,"1) 1. Enviar **POST** `/orders` con `{ ""price"": 123.45678, ""currency_code"": ""USD"" }`.",El backend redondea `price` a **123.46** y registra el evento en auditoría.,,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6305-35,Reflejar moneda elegida (CRC),,1) 1. En la página de inicio selecciona «Colones (CRC)» como moneda. 2) 2. Agrega un producto cualquiera al carrito. 3) 3. Abre el carrito.,"Todos los precios y el total se muestran con el código **CRC**, separador de miles   y coma decimal, p. ej. «CRC 7 531 469,66».",,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6305-36,Formato numérico Costa Rica,,1) 1. Repitir el caso 35 con cuatro artículos de alto valor.,"Cada línea y el total respetan 2 decimales, grupos de tres dígitos y prefijo «CRC».",,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6305-37,Cambio a dólares USD desde carrito,,"1) 1. Con el carrito abierto (en CRC), despliega la lista Moneda. 2) 2. Selecciona «Dólares estadounidenses (USD)».","Los precios de todos los artículos y el total cambian a **USD**, con punto decimal y coma para miles (ej. «USD 13,060,570.62»).",,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6305-38,Cambio a pesos dominicanos,,"1) 1. Desde el mismo carrito, cambia la moneda a «Pesos dominicanos (DOP)».","Los valores se convierten y muestran prefijo **DOP**, formato «DOP 13,060,570.62».",,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6305-39,Conversión consistente en líneas y total,,"1) 1. Con al menos 3 productos distintos en carrito, alternar entre CRC ? USD ? DOP.","Tras cada cambio, los subtotales de línea y el total general coinciden (sin desfaces de redondeo).",,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6305-40,Persistencia de moneda seleccionada,,1) 1. Cambia a **USD**. 2) 2. Navega al catálogo y vuelve al carrito con el ícono Carrito.,El carrito conserva la selección «USD» y sigue mostrando los mismos importes en dólares.,,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6305-41,Cambio de moneda antes de pagar,,"1) 1. Inicia el proceso de pago con **CRC** seleccionado. 2) 2. En la pantalla de resumen de pago, cambia a **USD**.",El sistema recalcula totales e impuestos y muestra los valores en USD antes de confirmar la compra.,,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6305-42,Moneda no soportada,,"1) 1. Forzar, vía interfaz de pruebas o Postman, un cambio a XYZ.",Se muestra mensaje: «Moneda no soportada» y se mantiene la última moneda válida.,,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6305-43,Preferencia grabada en nueva sesión,,1) 1. En la sesión A selecciona **DOP** y vacía el carrito. 2) 2. Cierra sesión. 3) 3. Inicia sesión de nuevo como el mismo cliente.,La página de inicio recuerda DOP como moneda preferida y el carrito futuro se abre en DOP.,,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6305-44,Actualización de totales al eliminar ítem,,"1) 1. Con el carrito en **CRC**, elimina una línea.","El monto total en colones se actualiza al instante manteniendo el formato «CRC ### ### ###,##».",,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6315-45,Petición con moneda DOP,,"1) 1. Enviar **POST** `/prices` con. 2)  sapclientcode = 51543. 3)  moneda = ""DOP"". 4)  productcodes = [""AGP001"",""VC003"",""VC005""].","HTTP 200. Cada elemento del arreglo **prices** contiene:	
	
 `price` = valor en **DOP** (coincide con `pricedop`)	
 `priceusd` = valor en **USD**	
 `pricedop` = mismo valor que `price`.",,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6315-46,Petición con moneda USD,,"1) 1. Repetir CP-45 pero con `""moneda"":""USD""`.","HTTP 200. Para cada producto:	
 `price` = valor en **USD** (coincide con `priceusd`)	
 `pricedop` = valor convertido a **DOP**	
 cabecera `currencyCode` = ""USD"".",,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6315-47,Petición con moneda EUR,,"1) 1. Enviar **POST** con `moneda = ""EUR""`.",HTTP 200. El campo **price** devuelve el monto en **EUR** calculado con la tasa vigente (4 decimales mín.).,,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6315-48,Moneda omitida,,1) 1. Enviar el mismo cuerpo pero sin la propiedad **moneda**.,HTTP 400 con mensaje El campo moneda es obligatorio.,,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6315-49,Código de moneda inválido,,"1) 1. Enviar **POST** con `""moneda"":""XYZ""`.",HTTP 400 con mensaje Moneda no soportada.,,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6315-50,Insensibilidad a mayúsculas,,"1) 1. Enviar **POST** con `""moneda"":""usd""` (minúsculas).",HTTP 200 y comportamiento idéntico al caso 46.,,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6315-51,Moneda diferente a la predeterminada,,"1) 1. Llamar primero con `""moneda"":""DOP""`.?2. Luego, sin cerrar sesión, llamar con `""moneda"":""USD""`.",Ambas respuestas muestran los precios en la moneda solicitada sin interferir entre sí.,,,1,Por ejecutar,General,9,2025-04-22,General	
HU-6315-52,Coincidencia de productos reportados,,"1) 1. Enviar **POST** con 3 códigos. 2) mezclar uno inexistente `""FAKE01""`.",HTTP 207. Para los códigos válidos se devuelven precios	 el inexistente llega con mensaje Producto no encontrado.,,,1,Por ejecutar,General,9,2025-04-22,General
6306,Moneda por default en lista de espera,,"1) 1. Seleccionar un producto del catalago general. 2) 2. Ingresar la cantidad del producto que supere el Stock. 3) 3. Dar clic en el botón  ""+ Lista de espera"".",4. El producto debe ser agregado a lista de espera y el precio del producto debe ser calculado con la moneda seleccionada por Default en el Header (DOP),,,3,Exitoso,General,10,,General	
6306,Cambio de moneda disponibilidad parcial,,"1) 1. Seleccionar un producto del catalago general. 2) 2. Ingresar la cantidad del producto que supere el Stock. 3) 3. Dar clic en el botón  ""+ Lista de espera"". 4) 4. Dar clic en el botón Confirmar del modal que se despliega a continuación.","4. El producto debe ser agregado al carrito la cantidad disponible y a lista de espera la cantidad faltante, el precio del producto debe ser calculado con la moneda seleccionada por Default en el Header (DOP) en ambas partes",,,3,Exitoso,General,10,,General	
6306,Cambio de moneda en lista de espera,,1) 1. Ir al carrito de compras y dar clic en la pestaña Lista de espera. 2) 2. Clic en el drop Tipo de Moneda y seleccionar la moneda USD.,2. Los valores del producto en lista de espera se deben recalcular acorde a la moneda seleccionada (USD),,,3,Exitoso,General,10,,General	
6338,Cambio moneda en gestionar mi lista de espera -No disponibles,,1) 1. Ir al carrito de compras y dar clic en la pestaña Lista de espera. 2) 2. Clic en el botón Gestionar mi lista de espera - No disponible. 3) 3. Clic en el drop Tipo de Moneda y seleccionar una moneda diferente a la actual.,"3 Los valores de las columnas Precio Unidad,Total y en el recuadro Precio estimado los campos productos y Total a Pagar deben variar según la moneda seleccionada",,,3,Exitoso,General,10,,General	
6338,Cambio moneda en gestionar mi lista de espera -No disponibles - cantidad,,1) 1. Ir al carrito de compras y dar clic en la pestaña Lista de espera. 2) 2. Clic en el botón Gestionar mi lista de espera - No disponible. 3) 3. Clic en el drop Tipo de Moneda y seleccionar una moneda diferente a la actual.,"3 Los valores de las columnas Precio Unidad,Total y en el recuadro Precio estimado los campos productos y Total a Pagar deben estar calculados según la moneda seleccionada y la cantidad",,,3,Exitoso,General,10,,General	
6338,Cambio moneda en gestionar mi lista de espera -Disponibles,,1) 1. Ir al carrito de compras y dar clic en la pestaña Lista de espera. 2) 2. Clic en el botón Gestionar mi lista de espera - Disponible. 3) 3. Clic en el drop Tipo de Moneda y seleccionar una moneda diferente a la actual.,"3 Los valores de las columnas Precio Unidad,Total y en el recuadro Precio estimado los campos productos y Total a Pagar deben variar según la moneda seleccionada",,,2,Exitoso,General,10,,General	
6338,Cambio moneda en gestionar mi lista de espera -Disponibles-cantidad,,1) 1. Ir al carrito de compras y dar clic en la pestaña Lista de espera. 2) 2. Clic en el botón Gestionar mi lista de espera - Disponible. 3) 3. Clic en el drop Tipo de Moneda y seleccionar una moneda diferente a la actual. 4) 4. Aumentar/disminuir la cantidad del producto seleccionado.,"3 Los valores de las columnas Precio Unidad,Total y en el recuadro Precio estimado los campos productos y Total a Pagar deben variar según la moneda seleccionada y la cantidad modificada",,,2,Exitoso,General,10,,General	
6307,Generar Cotización en PDF con moneda USD - Productos,,1) 1. En el Header seleccionar un tipo de moneda (DOP). 2) 2. Seleccionar un producto del Home. 3) 3. Agregar al carrito de compras. 4) 4. Clic en el botón continuar en la ventana de detalle del carrito de compras. 5) 5. Cambiar el tipo de moneda a USD y dar clic en el botón Generar Cotización.,"5. El sistema debe generar la cotización en formato PDF donde se especifique lo siguiente:	
en la parte superior del documento especificar El tipo de moneda USD	
Los montos deben verse sin simbolos y en la moneda USD	
Los montos deben tener la totalidad de los dígitos según el diseño (11 maximo)	
Una vez generado el PDF no se puede cambiar la moneda en el Header",,,3,Exitoso,General,10,,General	
6307,Generar Cotización en PDF con moneda USD - Productos,,1) 1. En el Header seleccionar un tipo de moneda (USD). 2) 2. Seleccionar un producto del Home. 3) 3. Agregar al carrito de compras. 4) 4. Clic en el botón continuar en la ventana de detalle del carrito de compras. 5) 5. Cambiar el tipo de moneda a DOP y dar clic en el botón Generar Cotización.,"5. El sistema debe generar la cotización en formato PDF donde se especifique lo siguiente:	
en la parte superior del documento especificar El tipo de moneda DOP	
Los montos deben verse sin simbolos y en la moneda DOP	
Los montos deben tener la totalidad de los dígitos según el diseño (11 maximo)	
Una vez generado el PDF no se puede cambiar la moneda en el Header",,,3,Exitoso,General,10,,General	
